,S.No,actual,name,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity
731,732,1,Lync,,0,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
732,733,1,Lyonel (knight),Ser,1,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
733,734,0,Lyonel Bentley,Ser,0,,,,,,Queensguard,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
734,735,0,Lyonel Tyrell (lord),Lord Paramount of the Mander,1,Reach,,,,,House Tyrell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.020066889632107
735,736,1,Lysa Meadows,,0,,,,,,House Meadows,Olymer Tyrell,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.130434782608695
736,737,1,Lyonel Tyrell (son of Leo),,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.130434782608695
737,738,1,Maddy,,0,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046
738,739,1,Maerie (Goodwife),Goodwife,0,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0033444816053511
739,740,0,Maerie (Whore),,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
740,741,1,Maggy,,1,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0568561872909698
741,742,1,Malcolm,Ser,0,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
742,743,1,Malleon,Grand Maester,1,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558
743,744,1,Malliard,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
744,745,1,Mallor (Knight),Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
745,746,1,Mallor,,0,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
746,747,1,Manfred Dondarrion,Ser,1,,,,,,House Dondarrion,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535
747,748,1,Manfred Lothston,,1,,,,,,House Lothston,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
748,749,1,Manfred Swann,Ser,0,,,,,,House Swann,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0167224080267558
749,750,1,Manfryd Lothston,,1,,,,,,House Lothston,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107023
750,751,1,Manfryd Yew,Ser,0,,,,,,House Yew,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107
751,752,1,Marei,,1,,280.0,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,25.0,0,0,0,0.0434782608695652
752,753,1,Marghaz zo Loraq,,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0334448160535117
753,754,1,Maris,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0066889632107023
754,755,0,Marq Grafton,,1,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0301003344481605
755,756,1,Martyn Mullendore,Uplands,0,,,,,,House Mullendore,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
756,757,0,Maslyn,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046
757,758,1,Mathos Mallarawan,,0,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558
758,759,1,Matrice,,0,,,,,,House Baratheon of Dragonstone,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
759,760,1,Matt,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
760,761,1,Maynard,Ser,1,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0133779264214046
761,762,1,Maynard Plumm,Ser,1,,,,,,House Plumm,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0234113712374581
762,763,1,Mazdhan zo Loraq,,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448160535
763,764,1,Mebble,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
764,765,1,Meha,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0066889632107023
765,766,1,Mela,,0,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448160535
766,767,1,Meizo Mahr,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107023
767,768,1,Melaquin,Maester,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
768,769,1,Medwick Tyrell,Maester,1,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.120401337792642
769,770,1,Meliana,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0
770,771,1,Melicent,Septa,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0033444816053511
771,772,1,Mellei,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
772,773,1,Melly,,0,,,,,,Brotherhood Without Banners,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
773,774,1,Mellos,Grand Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.237458193979933
774,775,1,Meralyn,,0,Braavosi,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0267558528428093
775,776,1,Merling Queen,,0,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.020066889632107
776,777,0,Mero,,1,Braavosi,,,,,Second Sons,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0468227424749163
777,778,1,Merrell Florent,,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0668896321070234
778,779,1,Michael Mertyns,Ser,1,,,,,,House Mertyns,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
779,780,1,Miklaz,Cupbearer,0,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0167224080267558
780,781,1,Mollander,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0367892976588628
781,782,1,Mollos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
782,783,1,Moonshadow,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
783,784,1,Moreo Tumitis,,1,,268.0,,,,,,1,0,0,0,0,,,,,0,0,37.0,0,0,0,0.0100334448160535
784,785,1,Morgarth,Ser,1,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558
785,786,1,Moro,Khal,1,Dothraki,,,,,,,1,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558
786,787,1,Morra,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
787,788,0,Morrec,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0267558528428093
788,789,1,Mors Manwoody,,1,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581
789,790,1,Mortimer Boggs,Ser,1,,,,,,House Boggs,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
790,791,0,Mors Martell (brother of Doran),,1,,248.0,,,,House Martell,,0,0,0,1,0,,,,,0,0,0.0,0,0,0,0.0668896321070234
791,792,1,Mother Mole,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652
792,793,1,Mudge (brotherhood),,0,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0
793,794,1,Mudge (miller),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
794,795,1,Mudge (swineherd),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0
795,796,1,Munciter,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
796,797,1,Mully,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0501672240802675
797,798,1,Murch,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
798,799,1,Murch (Winterfell),,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
799,800,0,Myles (squire),,1,,,,,,House Tully,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
800,801,0,Myrtle,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0468227424749163
801,802,1,Nage,,1,,,,,,House Bolton,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
802,803,1,Nail,,0,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046
803,804,1,Narbert,BrotherProctor,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428093
804,805,1,Narbo,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
805,806,1,Nan,,0,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0969899665551839
806,807,1,Ned (ferryman),,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
807,808,1,Nella,,0,Free Folk,,,,,,Craster,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.020066889632107
808,809,1,Ned Woods,,1,Northmen,,,,,House Woods,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0167224080267558
809,810,1,Nissa Nissa,,1,,,,,,,Azor Ahai,0,1,0,0,0,,,,1.0,1,0,,0,0,0,0.020066889632107
810,811,1,Nightingale,,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558
811,812,1,Nolla,Goodwife,0,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0
812,813,1,Norjen,,0,Ironmen,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107023
813,814,1,Norren,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080267558
814,815,1,Nymos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
815,816,1,Normund Tyrell,Maester,0,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.127090301003344
816,817,1,Ocley,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
817,818,0,Ogo,Khal,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628
818,819,1,Old Crackbones,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0
819,820,1,Old Grey Gull,,1,Ironborn,,,,,Drowned men,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448160535
820,821,1,Old Tattersalt,,1,,,,,,Night's Watch,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046
821,822,0,Old Henly,,1,,220.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,79.0,0,0,0,0.0133779264214046
822,823,0,Olyvar Oakheart,Ser,1,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0234113712374581
823,824,1,Olene Tyrell,,0,,,,,,House Tyrell,Leo Blackbar,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.127090301003344
824,825,1,Orbelo,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046
825,826,1,Orivel,Ser,1,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0033444816053511
826,827,0,Orell,,1,Free Folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0802675585284281
827,828,0,Ormond (knight),Ser,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
828,829,1,Ormond Osgrey,Coldmoat,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535
829,830,1,Ormond Westerling,Ser,0,,,,,,House Westerling,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
830,831,1,Oro Tendyris,,1,Braavosi,,,,,,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046
831,832,1,Ormund Wylde,Ser,1,,,,,,House Wylde,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0133779264214046
832,833,1,Osmynd,Septon,0,,,,,,Faith of the Seven,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
833,834,1,Ossy,,0,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
834,835,1,Oswyn,,0,,,,,,Kingswood Brotherhood,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
835,836,0,Othor,,1,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0568561872909698
836,837,1,Otter Gimpknee,,0,,,,,,,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0066889632107023
837,838,1,Ottomore,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107023
838,839,1,Owen (brother of Meribald),,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046
839,840,1,Owen,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0367892976588628
840,841,1,Owen Inchfield,Ser,0,,,,,,House Inchfield,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046
841,842,1,Palla,,0,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,1,1,0,0.020066889632107
842,843,1,Pate (Old),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107023
843,844,1,Pate (Mory),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
844,845,1,Pate (Lancewood),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
845,846,0,Pate (Pinchbottom),,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
846,847,0,Pate (Night's Watch),,0,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
847,848,1,Pate (Shermer's Grove),,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
848,849,1,Pate (Standfast),,1,,161.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0133779264214046
849,850,1,Penny Jenny,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
850,851,1,Penny,,0,,281.0,,,,Second Sons,,0,0,1,0,1,,,,,0,0,24.0,0,0,0,0.187290969899665
851,852,1,Perros Blackmont,,1,Dornish,,,,,House Blackmont,,0,0,1,1,0,,,,,0,0,,0,0,0,0.020066889632107
852,853,1,Perwyn Osgrey,Coldmoat,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
853,854,1,Peter Plumm,Ser,1,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428093
854,855,1,Plummer,Ashford,0,,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
855,856,1,Poetess,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
856,857,1,Pollitor,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535
857,858,1,Porridge,,1,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107023
858,859,1,Porther,,1,Northmen,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
859,860,1,Portifer Woodwright,Ser,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
860,861,0,Poul Pemford,,1,,,,,,House Pemford,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
861,862,0,Poxy Tym,,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
862,863,0,Praed,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558
863,864,1,Puckens,,0,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046
864,865,1,Pudding,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
865,866,1,Puddingfoot,,0,,,,,,Brotherhood without banners,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
866,867,1,Qalen,Maester,1,,,,,,House Greyjoy,,0,1,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
867,868,1,Qarl the Thrall,,0,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558
868,869,1,Qarl Kenning,,0,Ironborn,,,,,House Kenning of Harlaw,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0066889632107023
869,870,1,Qarl Correy,Ser,1,,,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093
870,871,1,Qarl Shepherd,,0,Ironborn,,,,,House Shepherd,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0066889632107023
871,872,1,Qarl Quickaxe,,1,Ironmen,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0033444816053511
872,873,1,Qos,Wind Witch,1,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0033444816053511
873,874,1,Quellon Humble,,1,Ironborn,,,,,House Humble,,0,0,0,1,1,,,,,0,0,,0,0,0,0.020066889632107
874,875,0,Quaro,,0,Dothraki,,,,,,,1,0,0,0,1,,,,,0,0,,0,0,0,0.0301003344481605
875,876,1,Aelinor Penrose,LadyQueen,0,,,,,,House Penrose,Aerys I Targaryen,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.163879598662207
876,877,1,Aemon Estermont,Ser,1,Stormlander,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605
877,878,1,Aemon Rivers,Ser,1,,,,,,House Frey,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0334448160535117
878,879,1,Aglantine,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046
879,880,0,Aladale Wynch,Ser,1,Ironborn,,,,,House Wynch,,0,1,1,0,0,,,,,0,1,,0,0,0,0.020066889632107
880,881,1,Albett,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0334448160535117
881,882,1,Albar Royce,Ser,1,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0334448160535117
882,883,1,Alesander Staedmon,Broad Arch,0,,,,,,House Staedmon,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0133779264214046
883,884,1,Alekyne Florent,Brightwater,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0668896321070234
884,885,1,Alesander Frey,,0,,265.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,40.0,0,0,0,0.1438127090301
885,886,1,Alester Norcross,,1,,290.0,,,,House Norcross,,0,1,1,1,0,,,,,0,0,15.0,0,0,0,0.0802675585284281
886,887,0,Allard Seaworth,Lady Marya,1,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0635451505016722
887,888,0,Allar Deem,,1,,,,,,City Watch of King's Landing,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0434782608695652
888,889,1,Alla Tyrell,,0,,286.0,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19.0,0,0,0,0.150501672240802
889,890,0,Alyn Cockshaw,Lord,1,,,,,,House Cockshaw,,0,0,0,0,0,,,,,0,1,,0,0,0,0.040133779264214
890,891,1,Alyce Graceford,Lady,0,,,,,,House Graceford,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581
891,892,1,Alyn Connington,Ser,0,,,,,,House Connington,,0,0,1,1,0,,,,,0,1,,0,0,0,0.060200668896321
892,893,1,Alyn Ambrose,,1,,,,,,House Ambrose,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0334448160535117
893,894,1,Alyn Estermont,Ser,1,Stormlander,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0267558528428093
894,895,1,Alyn Stackspear,Ser,0,,,,,,House Stackspear,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0267558528428093
895,896,1,Alyn Frey,,1,,295.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,10.0,0,0,0,0.137123745819397
896,897,1,Alyn Haigh,,0,,256.0,,,,House Haigh,,0,1,1,1,0,,,,,0,0,49.0,0,0,0,0.0735785953177257
897,898,1,Alysanne Bulwer,Blackcrown,0,,291.0,,,,House Bulwer,,0,0,1,1,1,,,,,0,1,14.0,0,0,0,0.153846153846153
898,899,1,Alysanne Lefford,Golden Tooth,0,,,,,,House Lefford,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0133779264214046
899,900,1,Alys Frey,,0,,,,,,House Frey,Jared Frey,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.0668896321070234
900,901,0,Alyssa Blackwood,Lady,0,,,,,,House Blackwood,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0969899665551839
901,902,1,Alyx Frey,,0,,282.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,23.0,0,0,0,0.1438127090301
902,903,0,Amarei Crakehall,,0,,245.0,,,,House Crakehall,Walder Frey,0,1,1,1,1,,,,1.0,1,0,19.0,0,0,0,0.153846153846153
903,904,0,Ambrose Butterwell,Whitewalls,1,,160.0,,,,House Butterwell,Lady,0,0,0,0,0,,,,1.0,1,1,100.0,0,0,1,0.414715719063545
904,905,1,Andar Royce,Ser,1,Valemen,,,,,House Royce,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779264214
905,906,0,Andros Brax,Hornvale,1,,,,,,House Brax,,1,0,1,0,0,,,,,0,1,,0,0,0,0.0535117056856187
906,907,1,Antario Jast,Lord,1,,,,,,House Jast,Lanna Lannister,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0802675585284281
907,908,1,Andrew Estermont,Ser,1,,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628
908,909,1,Annara Farring,Lady,0,,,,,,House Farring,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0635451505016722
909,910,1,Ardrian Celtigar,Claw Isle,1,,229.0,,,,House Celtigar,,0,1,1,0,0,,,,,0,1,76.0,0,0,0,0.0434782608695652
910,911,1,Anya Waynwood,Ironoaks,0,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0869565217391304
911,912,1,Androw Frey,,1,,295.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,10.0,0,0,0,0.133779264214046
912,913,1,Armond Caswell,Bitterbridge,1,,,,,,House Caswell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
913,914,1,Arthur Ambrose,Lord,1,,,,,,House Ambrose,Alysanne Hightower,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.060200668896321
914,915,1,Arthor Karstark,,1,Northmen,,,,,House Karstark,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652
915,916,1,Arwyn Frey,,0,,285.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,20.0,0,0,0,0.0468227424749163
916,917,1,Artos Stark,,1,Northmen,,,,,House Stark,Lysara Karstark,0,1,0,0,1,,,,1.0,1,0,,0,0,0,0.103678929765886
917,918,1,Arwood Frey,Ser,1,,263.0,,,,House Frey,Ryella Royce,0,1,1,1,0,,,,1.0,1,1,42.0,0,0,0,0.163879598662207
918,919,1,Lord Ashford,Ashford,1,Reach,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535
919,920,1,Azzak,Cupbearer,0,Ghiscari,,,,,House of Ghazeen,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0167224080267558
920,921,1,Baelor Hightower,Ser,1,,,,,,House Hightower,Rhonda Rowan,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.0668896321070234
921,922,0,Balman Byrch,Ser,1,,,,,,House Byrch,Falyse Stokeworth,0,0,1,1,1,,,,0.0,1,1,,0,0,0,0.0735785953177257
922,923,0,Barth,Septon,1,,,,,,Faith of the Seven,,0,0,1,1,1,,,,,0,0,,0,0,1,0.354515050167224
923,924,1,Bayard Norcross,Ser,0,,,,,,House Norcross,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107
924,925,1,Bedwyck,,1,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0501672240802675
925,926,1,Barthogan Stark,Winterfell,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0,0,0.127090301003344
926,927,1,Bellena Hawick,,0,,,,,,House Hawick,Hosteen Frey,0,1,1,1,0,,,,1.0,1,0,,0,0,0,0.133779264214046
927,928,1,Benedar Belmore,Strongsong,1,,,,,,House Belmore,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0267558528428093
928,929,1,Benedict Broom,Ser,0,,,,,,House Broom,,0,1,1,1,1,,,,,0,1,,0,0,0,0.020066889632107
929,930,1,Bennard Brune,Ser,1,,,,,,House Brune of Brownhollow,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
930,931,0,Benfrey Frey,Ser,1,,271.0,,,,House Frey,Jyanna Frey,0,1,1,1,1,,,,1.0,1,1,28.0,0,0,0,0.0735785953177257
931,932,1,Beren Tallhart,,1,Northmen,289.0,,,,House Tallhart,,0,1,1,1,1,,,,,0,0,16.0,0,0,0,0.0702341137123745
932,933,1,Berena Hornwood,,0,Northmen,,,,,House Hornwood,Leobald Tallhart,0,1,1,1,1,,,,0.0,1,0,,0,0,0,0.0635451505016722
933,934,1,Beth Cassel,,0,Northmen,289.0,,,,House Cassel,,1,1,1,1,1,,,,,0,0,16.0,0,0,0,0.0702341137123745
934,935,1,Beron Stark,Winterfell,1,Northmen,,,,,House Stark,Lorra Royce,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.234113712374581
935,936,1,Bhakaz zo Loraq,Cupbearer,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0033444816053511
936,937,1,Bethany Redwyne,Goldengrove,0,,,,,,House Redwyne,Mathis Rowan,1,0,0,0,0,,,,1.0,1,1,,0,0,0,0.060200668896321
937,938,0,Bethany Rosby,Lady,0,,265.0,,,,House Rosby,Walder Frey,0,1,1,1,1,,,,1.0,1,1,17.0,0,0,0,0.0668896321070234
938,939,1,Black Bernarr,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.020066889632107
939,940,1,Betharios of Braavos,,0,,,,,,House Frey,Symond Frey,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.140468227424749
940,941,1,Boremund Harlaw,Harridan Hill,1,Ironborn,,,,,House Harlaw of Harridan Hill,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505016722
